CODIGO_IES,NOMBRE_IES,TIPO_FINAN,TIPO,BASE,X,Y,DPA_PARROQ,DPA_DESPAR,DPA_CANTON,DPA_DESCAN,DPA_PROVIN,DPA_DESPRO,DPA_ANIO,txt,fcode,DPA_CAB,DA_DIST,DA_ZONA,Longitud,Latitud
1001.000000,ESCUELA POLITECNICA NACIONAL,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,779316.388070,9976504.935820,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.49064500000,-0.21236200004
1002.000000,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,758329.269073,9816663.830330,"060101",LIZARZABURU,"0601",RIOBAMBA,"06",CHIMBORAZO,"2023",PARROQUIA URBANA,HA004,"060150","06D01",3.000000,-78.67813400000,-1.65732500001
1003.000000,ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,590553.165185,9908638.681520,"131552",ÁNGEL PEDRO GILER,"1315",TOSAGUA,"13",MANABÍ,"2023",PARROQUIA RURAL,HA004,,"13D12",4.000000,-80.18616500000,-0.82649000004
1005.000000,UNIVERSIDAD CENTRAL DEL ECUADOR,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,778045.283454,9977781.880070,"170101",BELISARIO QUEVEDO,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.50205900000,-0.20082200004
1006.000000,UNIVERSIDAD DE GUAYAQUIL,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,622468.617885,9758885.902550,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D05",8.000000,-79.89868100000,-2.18101899996
1007.000000,UNIVERSIDAD DE CUENCA,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,721162.494430,9679163.806400,"010112",SUCRE,"0101",CUENCA,"01",AZUAY,"2023",PARROQUIA URBANA,HA004,"010150","01D02",6.000000,-79.01033600000,-2.90092200004
1008.000000,UNIVERSIDAD NACIONAL DE LOJA,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,699453.426744,9553750.267450,"110106",PUNZARA,"1101",LOJA,"11",LOJA,"2023",PARROQUIA URBANA,HA004,"110150","11D01",7.000000,-79.20343100000,-4.03530299999
1009.000000,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,560618.375661,9884356.305530,"130102",12 DE MARZO,"1301",PORTOVIEJO,"13",MANABÍ,"2023",PARROQUIA URBANA,HA004,"130150","13D01",4.000000,-80.45515600000,-1.04621600002
1010.000000,UNIVERSIDAD TECNICA DE AMBATO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,764182.973273,9859579.923330,"180102",CELIANO MONGE,"1801",AMBATO,"18",TUNGURAHUA,"2023",PARROQUIA URBANA,HA004,"180150","18D02",3.000000,-78.62595900000,-1.26932500000
1011.000000,UNIVERSIDAD TECNICA DE MACHALA,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,616367.813829,9639129.076440,"070101",LA PROVIDENCIA,"0701",MACHALA,"07",EL ORO,"2023",PARROQUIA URBANA,HA004,"070150","07D02",7.000000,-79.95260200000,-3.26432900000
1012.000000,UNIVERSIDAD TECNICA LUIS VARGAS TORRES DE ESMERALDAS,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,648400.052442,10107675.340400,"080150",ESMERALDAS,"0801",ESMERALDAS,"08",ESMERALDAS,"2023",CABECERA CANTONAL,HA004,"080150","08D01",1.000000,-79.66629600000,0.97390599993
1013.000000,UNIVERSIDAD TECNICA DE BABAHOYO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,665588.876479,9800820.560070,"120101",CLEMENTE BAQUERIZO,"1201",BABAHOYO,"12",LOS RÍOS,"2023",PARROQUIA URBANA,HA004,"120150","12D01",5.000000,-79.51133200000,-1.80142099997
1014.000000,UNIVERSIDAD TECNICA ESTATAL DE QUEVEDO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,670298.614676,9888023.576280,"120508",24 DE MAYO,"1205",QUEVEDO,"12",LOS RÍOS,"2023",PARROQUIA URBANA,HA004,"120550","12D03",5.000000,-79.46951500000,-1.01272099998
1015.000000,UNIVERSIDAD TECNICA DEL NORTE,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,821543.399652,10039635.598300,"100103",SAGRARIO,"1001",IBARRA,"10",IMBABURA,"2023",PARROQUIA URBANA,HA004,"100150","10D01",1.000000,-78.11154700000,0.35813700011
1016.000000,UNIVERSIDAD LAICA ELOY ALFARO DE MANABI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,528200.847526,9894500.033960,"130802",MANTA,"1308",MANTA,"13",MANABÍ,"2023",PARROQUIA URBANA,HA004,"130850","13D02",4.000000,-80.74653200000,-0.95448100000
1017.000000,UNIVERSIDAD ESTATAL DE BOLIVAR,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,721701.308259,9826238.523720,"020103",GUANUJO,"0201",GUARANDA,"02",BOLÍVAR,"2023",PARROQUIA URBANA,HA004,"020150","02D01",5.000000,-79.00728600000,-1.57111399998
1018.000000,UNIVERSIDAD AGRARIA DEL ECUADOR,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,622940.991102,9752366.169720,"090114",XIMENA,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D01",8.000000,-79.89439000000,-2.23999000001
1019.000000,UNIVERSIDAD NACIONAL DE CHIMBORAZO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,762298.822104,9817248.882630,"060103",VELASCO,"0601",RIOBAMBA,"06",CHIMBORAZO,"2023",PARROQUIA URBANA,HA004,"060150","06D01",3.000000,-78.64248200000,-1.65199400004
1020.000000,UNIVERSIDAD TECNICA DE COTOPAXI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,763442.811423,9898453.848780,"050101",ELOY ALFARO  (SAN FELIPE),"0501",LATACUNGA,"05",COTOPAXI,"2023",PARROQUIA URBANA,HA004,"050150","05D01",3.000000,-78.63288200000,-0.91793000000
1021.000000,ESCUELA SUPERIOR POLITECNICA DEL LITORAL,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,615152.309974,9762528.515540,"090150",GUAYAQUIL,"0901",GUAYAQUIL,"09",GUAYAS,"2023",CABECERA CANTONAL,HA004,"090150","09D10",8.000000,-79.96448900000,-2.14811600004
1022.000000,UNIVERSIDAD ANDINA SIMON BOLIVAR,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,779629.501555,9976622.713450,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.48783400000,-0.21129700004
1023.000000,UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,513576.544458,9753162.261470,"240250",LA LIBERTAD,"2402",LA LIBERTAD,"24",SANTA ELENA,"2023",CABECERA CANTONAL,HA004,,"24D02",5.000000,-80.87789900000,-2.23320200000
1024.000000,UNIVERSIDAD ESTATAL DE MILAGRO,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,655351.924107,9762224.978460,"091004",CORONEL ENRIQUE VALDEZ,"0910",MILAGRO,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"091050","09D17",5.000000,-79.60305300000,-2.15057200003
1025.000000,UNIVERSIDAD ESTATAL DEL SUR DE MANABI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,548489.525507,9850826.018170,"130601",DOCTOR MIGUEL MORÁN LUCIO,"1306",JIPIJAPA,"13",MANABÍ,"2023",PARROQUIA URBANA,HA004,"130650","13D03",4.000000,-80.56412100000,-1.34958200004
1026.000000,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,779876.029871,9978304.471070,"170112",IÑAQUITO,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.48562300000,-0.19609600001
1027.000000,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,779187.237203,9976826.688520,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.49180500000,-0.20945400001
1028.000000,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,621881.901254,9758810.381530,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D06",8.000000,-79.90395600000,-2.18170599997
1029.000000,UNIVERSIDAD CATOLICA DE CUENCA,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,721643.773877,9681000.251350,"010101",BELLAVISTA,"0101",CUENCA,"01",AZUAY,"2023",PARROQUIA URBANA,HA004,"010150","01D01",6.000000,-79.00603700000,-2.88430999999
1030.000000,UNIVERSIDAD LAICA VICENTE ROCAFUERTE DE GUAYAQUIL,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,623388.245139,9759468.944520,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D05",8.000000,-79.89041600000,-2.17573899997
1031.000000,UNIVERSIDAD TECNICA PARTICULAR DE LOJA,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,699919.616881,9559092.857410,"110104",VALLE,"1101",LOJA,"11",LOJA,"2023",PARROQUIA URBANA,HA004,"110150","11D01",7.000000,-79.19933900000,-3.98698399999
1032.000000,UNIVERSIDAD UTE,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,779034.064513,9979637.105220,"170127",RUMIPAMBA,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.49318400000,-0.18405199999
1033.000000,UNIVERSIDAD DEL AZUAY,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,722217.347992,9677155.540480,"010107",HUAYNACÁPAC,"0101",CUENCA,"01",AZUAY,"2023",PARROQUIA URBANA,HA004,"010150","01D02",6.000000,-79.00081800000,-2.91906299997
1034.000000,UNIVERSIDAD POLITECNICA SALESIANA,PARTICULAR COFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,723509.575578,9680704.206940,"010105",EL VECINO,"0101",CUENCA,"01",AZUAY,"2023",PARROQUIA URBANA,HA004,"010150","01D01",6.000000,-78.98925400000,-2.88695699998
1036.000000,UNIVERSIDAD PARTICULAR INTERNACIONAL SEK,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,780048.392960,9989929.008220,"170102",CARCELÉN,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D03",9.000000,-78.48408700000,-0.09102700000
1037.000000,UNIVERSIDAD PARTICULAR DE ESPECIALIDADES ESPIRITU SANTO,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,626191.556148,9764223.974400,"091602",LA PUNTILLA (SATÉLITE),"0916",SAMBORONDÓN,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"091650","09D23",8.000000,-79.86524200000,-2.13270900004
1038.000000,UNIVERSIDAD SAN FRANCISCO DE QUITO,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,785345.098787,9978198.199700,"170157",CUMBAYÁ,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA RURAL,HA004,,"17D09",9.000000,-78.43652200000,-0.19704899999
1040.000000,UNIVERSIDAD DE LAS AMERICAS,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,781286.458821,9981397.264990,"170114",JIPIJAPA,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.47296400000,-0.16814000001
1041.000000,UNIVERSIDAD INTERNACIONAL DEL ECUADOR,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,781484.593026,9972894.668130,"170125",PUENGASÍ,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D04",9.000000,-78.47117300000,-0.24499000000
1042.000000,UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,766856.045235,9856623.242150,"180166",TOTORAS,"1801",AMBATO,"18",TUNGURAHUA,"2023",PARROQUIA RURAL,HA004,,"18D02",3.000000,-78.60192700000,-1.29602900000
1044.000000,UNIVERSIDAD DEL PACIFICO ESCUELA DE NEGOCIOS,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,617043.643518,9758678.411140,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D09",8.000000,-79.94745900000,-2.18293100002
1045.000000,UNIVERSIDAD TECNOLOGICA INDOAMERICA,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,762691.972389,9859579.961300,"180103",HUACHI CHICO,"1801",AMBATO,"18",TUNGURAHUA,"2023",PARROQUIA URBANA,HA004,"180150","18D02",3.000000,-78.63935000000,-1.26933700004
1049.000000,UNIVERSIDAD CASA GRANDE,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,620353.144891,9760370.153570,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D06",8.000000,-79.91771200000,-2.16760700003
1050.000000,UNIVERSIDAD TECNOLOGICA EMPRESARIAL DE GUAYAQUIL,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,621531.695308,9760516.009670,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D05",8.000000,-79.90711600000,-2.16628000000
1051.000000,UNIVERSIDAD TECNOLOGICA ISRAEL,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,779133.760068,9978169.826950,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.49228700000,-0.19731399999
1053.000000,UNIVERSIDAD DE ESPECIALIDADES TURISTICAS,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,778028.968335,9987625.599180,"170106",COTOCOLLAO,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D03",9.000000,-78.50221600000,-0.11184800001
1056.000000,UNIVERSIDAD METROPOLITANA,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,622992.145910,9762442.541070,"090112",TARQUI,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D05",8.000000,-79.89399700000,-2.14884399996
1057.000000,INSTITUTO DE ALTOS ESTUDIOS NACIONALES,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,779512.569270,9976738.901240,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.48888400000,-0.21024699999
1058.000000,UNIVERSIDAD ESTATAL AMAZONICA,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,834316.570836,9837410.819670,"160150",PUYO,"1601",PASTAZA,"16",PASTAZA,"2023",CABECERA CANTONAL,HA004,,"16D01",3.000000,-77.99598500000,-1.46895800003
1059.000000,UNIVERSIDAD DE OTAVALO,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,805078.840204,10026170.935000,"100401",JORDÁN,"1004",OTAVALO,"10",IMBABURA,"2023",PARROQUIA URBANA,HA004,"100450","10D02",1.000000,-78.25936300000,0.23650400006
1060.000000,UNIVERSIDAD PARTICULAR SAN GREGORIO DE PORTOVIEJO,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,559100.231747,9882511.070060,"130106",ANDRÉS DE VERA,"1301",PORTOVIEJO,"13",MANABÍ,"2023",PARROQUIA URBANA,HA004,"130150","13D01",4.000000,-80.46879800000,-1.06291199999
1068.000000,UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,779435.092795,9977734.093140,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.48958100000,-0.20125200000
1070.000000,UNIVERSIDAD DE LOS HEMISFERIOS,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,777789.829090,9980480.213200,"170127",RUMIPAMBA,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.50435600000,-0.17643300003
1073.000000,UNIVERSIDAD IBEROAMERICANA DEL ECUADOR,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,779435.092795,9977734.093140,"170123",MARISCAL SUCRE,"1701",DISTRITO METROPOLITANO DE QUITO,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170150","17D05",9.000000,-78.48958100000,-0.20125200000
1074.000000,UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,863578.143530,10089108.942200,"040102",TULCÁN,"0401",TULCÁN,"04",CARCHI,"2023",PARROQUIA URBANA,HA004,"040150","04D01",1.000000,-77.73407600000,0.80487799989
1077.000000,UNIVERSIDAD TECNOLOGICA ECOTEC,PARTICULAR AUTOFINANCIADA,Matriz,Universidades y Escuelas Politécnicas,627133.640260,9774547.000180,"091601",SAMBORONDÓN,"0916",SAMBORONDÓN,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"091650","09D23",8.000000,-79.85683900000,-2.03932699998
1079.000000,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,784414.198940,9965126.684200,"170501",SANGOLQUÍ,"1705",RUMIÑAHUI,"17",PICHINCHA,"2023",PARROQUIA URBANA,HA004,"170550","17D11",2.000000,-78.44485600000,-0.31519400002
1080.000000,UNIVERSIDAD REGIONAL AMAZONICA IKIAM,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,849232.339955,9894812.805780,"150158",SAN JUAN DE MUYUNA,"1501",TENA,"15",NAPO,"2023",PARROQUIA RURAL,HA004,,"15D01",2.000000,-77.86268700000,-0.95022499999
1081.000000,UNIVERSIDAD DE INVESTIGACION DE TECNOLOGIA EXPERIMENTAL YACHAY,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,814398.190228,10044765.147000,"100650",URCUQUÍ,"1006",SAN MIGUEL DE URCUQUÍ,"10",IMBABURA,"2023",CABECERA CANTONAL,HA004,,"10D01",1.000000,-78.17566500000,0.40450899997
1082.000000,UNIVERSIDAD DE LAS ARTES,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,624470.391851,9757393.067430,"090110",ROCAFUERTE,"0901",GUAYAQUIL,"09",GUAYAS,"2023",PARROQUIA URBANA,HA004,"090150","09D03",8.000000,-79.88067200000,-2.19450900003
1083.000000,UNIVERSIDAD NACIONAL DE EDUCACION UNAE,PUBLICA,Matriz,Universidades y Escuelas Politécnicas,736690.301596,9689828.958390,"030154",JAVIER LOYOLA,"0301",AZOGUES,"03",CAÑAR,"2023",PARROQUIA RURAL,HA004,,"03D01",6.000000,-78.87088200000,-2.80424500002
